customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_tech_support,fiber_optic,month_to_month,no_online_security,expected_tenure,CLV
4534-WGCIR,0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1509.9,0,2,2,1.0350997463494895,0,0,0,0,84,2112.6
4476-OSWTN,1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,110.55,7610.1,0,2,8,0.9976599217351976,0,1,0,0,78,8622.9
4632-XJMEX,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,3419.5,0,2,5,1.02655318893442,0,0,0,0,66,4148.1
0750-EKNGL,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1,0,3,1,0.9714285714285714,0,0,1,0,13,269.75
9691-HKOVS,0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4916.95,0,2,9,0.9916704482428276,0,0,0,0,66,5949.900000000001
8969-PRHFK,1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,19.65,411.25,0,1,1,1.1627085100367542,0,0,0,0,30,589.5
0909-SDHNU,0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,0,3,2,0.9681208053691275,1,0,1,0,13,387.40000000000003
5789-LDFXO,1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0,1,2,1.003810975609756,0,0,0,0,30,738.0
1345-ZUKID,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8,0,1,1,1.1989664082687337,0,0,0,0,30,580.5
9194-GFVOI,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6,0,2,8,1.0081576198944309,0,0,0,0,60,5061.0
0080-EMYVY,0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,51.45,727.85,0,1,3,1.0104817437178952,1,0,0,1,30,1543.5
0357-NVCRI,0,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,1,20.05,471.7,0,2,1,0.9410473815461347,0,0,1,0,31,621.5500000000001
4195-NZGTA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0,0,1,1.0,1,0,1,1,7,176.75
3745-HRPHI,1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3632.0,0,2,5,1.0069588843605313,0,0,0,1,84,4590.599999999999
9231-ZJYAM,0,1,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,1,0,3,0.9283449587824986,1,1,1,1,10,788.5
9208-OLGAQ,0,1,0,0,18,1,0,1,0,0,2,0,0,2,0,1,2,84.95,1443.65,0,1,4,0.944117454711922,1,1,1,1,24,2038.8000000000002
1335-HQMKX,0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,7323.15,0,2,7,1.0035561585265582,1,1,0,1,78,7905.299999999999
7781-HVGMK,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4784.45,0,2,7,1.0191824301295158,0,0,0,0,84,5476.8
6985-HAYWX,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,2015.8,0,2,4,0.9776893976137356,1,1,1,1,32,2537.6
2408-WITXK,0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8,1,3,2,0.9504322766570605,1,0,1,1,16,555.2
5605-XNWEN,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1802.55,0,2,2,1.0014166666666666,0,0,0,0,84,2100.0
0354-VXMJC,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,426.65,0,1,1,0.9464285714285714,0,0,0,0,36,705.6
6754-WKSHP,1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,723.3,0,2,2,0.9510848126232742,0,0,0,0,42,1064.7
8931-GJJIQ,0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,803.3,1,3,4,1.0714952647725757,1,1,1,1,15,1249.5
4659-NZRUF,0,0,0,0,19,1,2,1,2,2,0,0,0,2,0,1,2,95.15,1789.25,1,1,6,0.989711535802196,1,1,1,0,25,2378.75
1222-LRYKO,1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0,0,2,1.1641366223908918,0,0,1,0,12,316.20000000000005
4720-VSTSI,0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3862.55,1,2,5,1.0352031518010292,1,1,1,1,50,4240.0
3143-JQEGI,0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1,1,4,1.0646467284837404,1,1,1,1,19,1678.6499999999999
5424-RLQLC,1,0,0,0,10,1,0,0,0,2,0,0,2,0,0,1,3,59.65,638.95,0,3,4,1.07116512992456,1,0,1,1,16,954.4
4112-LUEIZ,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,2,89.5,863.1,1,3,4,0.9643575418994413,1,1,1,1,16,1432.0
7164-BPTUT,1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,5012.35,0,2,9,0.9819761575910745,0,0,0,0,84,7522.2
8044-BGWPI,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,306.05,0,3,1,1.2058707643814028,0,0,1,0,18,380.7
8215-NGSPE,0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,833.55,0,2,1,0.9923214285714285,0,0,0,0,60,1200.0
8871-JLMHM,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65,0,2,6,1.0267461197339245,0,1,0,1,84,7576.8
4616-ULAOA,0,0,1,1,65,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7245.9,0,2,8,1.0060955290197167,0,1,0,1,84,9307.199999999999
2826-UWHIS,1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3775.85,0,2,4,1.0308080808080806,1,1,1,1,51,4151.400000000001
6439-PKTRR,0,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,2,80.7,5617.95,0,2,8,0.9945034519383962,0,0,0,0,84,6778.8
7107-UBYKY,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0,2,2,0.979251040221914,0,0,1,0,41,1055.75
6695-AMZUF,0,0,1,0,70,1,0,0,2,2,2,2,2,2,2,0,1,86.45,5950.2,0,2,8,0.9832603486738825,0,0,0,0,84,7261.8
2322-VCZHZ,1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90.0,2024.1,0,1,5,0.9778260869565217,1,1,1,0,29,2610.0
2085-JVGAD,1,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,20.35,697.65,0,2,1,0.9265555481771697,0,0,1,0,43,875.0500000000001
3871-IKPYH,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,69.1,1,0,2,1.0,1,1,1,1,7,483.69999999999993
7776-QGYJC,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0,2,4,0.9775994966179016,0,1,1,1,45,3667.5
4881-JVQOD,1,1,1,1,10,0,1,0,0,0,0,0,0,2,0,1,0,34.55,362.6,0,3,2,1.049493487698987,1,0,1,1,16,552.8
5697-GOMBF,0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,973.65,0,2,2,0.9686132113012337,1,0,1,1,34,1220.6
1017-FBQMM,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5,0,2,7,1.0195282201031164,0,1,0,1,78,8271.9
4929-XIHVW,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,0,0,5,0.9510471204188482,1,1,1,1,8,764.0
0306-JAELE,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,0,5,0.9436004162330904,0,1,1,1,11,1057.1
9391-TTOYH,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,0,1,1,1.0483835005574136,0,0,1,0,29,565.5
0680-DFNNY,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,1,1,6,0.9917903066271019,1,1,1,1,21,2123.1
7644-OMVMY,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0.0,0,0,1,0.0,0,0,0,0,12,238.20000000000002
1352-HNSAW,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,0,2,9,0.987648981161092,0,1,0,0,84,9710.4
5736-YEJAX,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,0,2,8,1.0037394770204577,0,0,0,0,84,6673.8
5740-YHGTW,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,0,2,6,0.9766493373361647,1,1,1,0,76,7413.8
6615-ZGEDR,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7,1,0,1,1.0,0,0,1,0,7,137.9
3266-FTKHB,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,343.45,0,1,1,1.0549838734449395,0,0,0,0,36,689.4
6435-SRWBJ,0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,0,0,5,1.0096676737160122,0,1,1,1,11,910.25
7394-FKDNK,0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1,1,3,4,1.0596857338053536,1,1,1,1,15,1341.75
7661-CPURM,1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,0,1,4,1.0357978755326172,0,1,0,1,30,2631.0
6400-BWQKW,0,0,0,0,6,1,2,1,2,0,0,0,0,0,0,1,2,79.05,434.5,1,0,4,0.9160868648534684,1,1,1,0,12,948.5999999999999
0440-MOGPM,0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,3263.9,0,2,7,0.9882969220753661,1,0,0,1,54,4349.7
8473-VUVJN,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,1,0,3,1.0,1,1,1,1,7,515.5500000000001
3638-VBZTA,1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75,0,2,8,1.000127507650459,0,0,0,0,84,7266.0
2732-ISEZX,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3,0,0,1,1.0175609756097561,0,0,1,0,11,225.5
9249-FXSCK,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,5916.45,1,2,8,1.022722558340536,0,1,0,0,66,7342.5
9802-CAQUT,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25,0,2,8,0.9999556265530707,1,1,0,0,84,9202.199999999999
4726-DLWQN,1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,3454.6,0,2,6,0.9821179815209667,1,0,1,0,56,3939.5999999999995
3688-FTHLT,0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,1067.05,0,1,4,1.0577418715305313,1,0,1,1,22,1387.1
6719-FGEDO,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,0,2,7,1.0172107674684994,0,1,0,0,84,8148.0
2983-ZANRP,0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,1,0,3,0.9884432358939498,1,1,1,1,8,588.4
1091-SOZGA,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0,2,6,0.9868755367878613,1,1,0,1,66,6586.8
2927-CVULT,0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4,0,2,8,1.0093840950921635,0,1,0,0,84,8740.199999999999
6960-HVYXR,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,1,0,3,1.0,1,1,1,1,7,532.0
2990-OGYTD,0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,5883.85,0,2,8,1.019369201583493,0,0,0,1,84,7236.6
6625-IUTTT,1,0,0,0,67,1,0,0,2,0,2,0,0,2,2,0,0,65.55,4361.55,0,2,5,0.9931008572697156,1,0,0,0,84,5506.2
5676-CFLYY,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,5154.5,0,2,6,0.9897558493428191,0,0,0,1,84,6161.4
2573-GYRUU,1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,4370.75,0,2,5,1.000080084202819,1,1,1,1,54,4916.7
0098-BOWSO,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0,2,1,1.011454753722795,0,0,1,0,33,640.1999999999999
9725-SCPZG,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,1,0,4,1.0,1,1,1,1,7,635.9499999999999
4238-HFHSN,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,0,2,4,0.9787873043113856,1,1,1,1,67,5504.05
2851-STERV,1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,0,2,6,0.9672211350293543,0,0,0,1,42,3066.0
9514-JDSKI,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,0,3,1.0,1,0,1,1,7,281.40000000000003
4254-QPEDE,0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,0,2,7,0.9666473149492018,0,0,0,0,84,5565.0
1394-SUIUH,0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,3670.5,0,2,5,0.979688250680617,0,1,1,0,50,4257.5
8627-EHGIP,1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2375.4,1,2,5,1.0006740247704102,1,0,0,1,54,2913.3
5651-CRHKQ,0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05,0,2,5,0.9447824118612416,0,1,0,1,54,4654.8
1447-PJGGA,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,5464.65,1,2,5,1.0065202376018787,1,1,0,1,84,8001.0
7240-FQLHE,0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1836.25,1,1,6,1.0226956279587858,0,1,1,1,24,2394.0
0003-MKNFE,1,0,0,0,9,1,2,0,0,0,0,0,0,2,0,0,3,59.9,542.4,0,3,4,1.0061213132999443,1,0,1,1,15,898.5
8318-LCNBW,1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,0,2,5,1.037978766294853,1,0,0,0,42,2232.2999999999997
5393-RXQSZ,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,1,0,3,1.0,1,1,1,1,7,557.1999999999999
2792-LSHWX,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,1,3,83.4,83.4,0,0,5,1.0,0,1,1,0,7,583.8000000000001
1448-CYWKC,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,0,2,7,1.0202897600629341,1,1,0,1,66,6943.2
5998-VVEJY,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,1,2,4,0.9979933110367893,0,1,1,1,32,2576.0
4558-FANTW,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1574.45,1,1,5,1.0083255947997056,0,1,1,0,23,2112.5499999999997
7240-ETPTR,0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,442.2,1,3,4,1.0078632478632479,1,0,1,1,15,731.25
5131-PONJI,1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,4494.65,0,2,5,1.0146852988983202,1,1,1,1,55,4972.0
4298-OYIFC,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,0,1,7,0.9922990172386016,0,1,1,1,21,2172.4500000000003
8035-PWSEV,0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,487.05,0,0,5,0.9095238095238095,0,1,1,1,12,1071.0
6078-VESFR,1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,849.1,0,1,2,0.9271168859529398,1,1,1,1,19,1338.55
1813-JLKWR,0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1336.65,0,2,1,1.0548058712121213,0,0,0,0,78,1544.4
6479-VDGRK,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,0,2,8,0.9979809821544875,0,0,0,0,84,7165.2
6211-WWLTF,1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,6330.4,0,2,6,1.0078489436563658,1,1,0,0,84,8374.800000000001
9444-JTXHZ,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,1,0,3,1.0,1,1,1,1,7,533.4
8071-SBTRN,0,0,0,0,70,1,2,1,2,2,2,0,2,2,2,1,3,111.15,7737.55,0,2,8,0.9944797892166314,1,1,0,0,84,9336.6
8123-QBNAZ,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95,0,2,7,0.9795188729399256,1,1,1,0,42,4389.0
0621-HJWXJ,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,0,2,4,0.9788619310385099,1,1,1,1,69,5626.95
4589-IUAJB,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1724.15,0,2,2,1.015699558173785,0,0,0,0,84,2037.0
6240-EURKS,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0,1,1,2,0.8777777777777778,1,0,1,1,24,840.0
6114-TCFID,0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,1082.75,0,2,4,0.9452204277608032,0,0,0,0,42,1659.0
5119-KEPFY,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,3440.25,0,2,5,1.005921052631579,1,1,1,1,42,3990.0
7927-AUXBZ,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9,1,2,4,1.0005480524564494,0,1,1,1,36,3065.4
0916-KNFAJ,1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,4226.7,0,2,6,0.9912755927671848,1,0,0,0,84,5871.6
4573-JKNAE,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,0,3,1,0.9142980189491817,0,0,0,0,36,696.6
6094-ZIVKX,0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,0,2,4,0.992532274617836,1,0,0,0,78,4247.1
5077-DXTCG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,45.3,1,0,2,1.0,1,0,1,1,7,317.09999999999997
2133-TSRRM,0,0,0,1,34,1,0,1,2,2,2,0,2,2,0,1,0,105.35,3688.6,0,2,7,1.0297886596499066,1,1,1,0,40,4214.0
3804-RVTGV,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,1,2,7,0.9663745787193067,1,1,1,1,56,5815.599999999999
0867-MKZVY,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,1,4,0.9662317961165048,1,1,1,0,26,2142.4
7549-MYGPK,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1,2,7,0.9811670731611061,1,1,1,0,69,6937.95
5684-FJVYR,0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,6563.4,0,2,6,1.0089466888028038,0,1,0,0,84,7589.4
8261-GWDBQ,0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9,0,2,9,0.9946718368519316,0,1,0,0,84,9748.199999999999
7586-ZATGZ,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,0,2,4,0.9920641931684335,1,1,1,1,46,3905.4
7771-ZONAT,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,0,1,5,1.0451341609931917,0,0,0,1,36,2043.0
5294-IMHHT,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,5043.2,0,2,6,0.9734497900883077,0,1,0,1,66,6451.5
0848-SOMKO,1,0,0,0,70,0,1,0,2,0,2,2,0,2,2,0,0,48.4,3442.8,0,2,5,1.0161747343565526,0,0,0,0,84,4065.6
9975-GPKZU,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,856.5,0,2,1,0.9427627958172813,0,0,0,0,60,1185.0
7328-ZJAJO,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,0,2,1,1.0627118644067797,0,0,0,0,84,1638.0
7501-VTYLJ,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55,106.2,0,0,3,1.0300678952473328,1,0,1,1,8,412.4
4471-KXAUH,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,1,2,5,1.0135005366322092,0,1,1,1,48,4046.3999999999996
0880-FVFWF,1,0,0,0,56,1,2,1,2,2,0,0,0,0,0,1,2,86.4,4922.4,0,2,5,1.017361111111111,1,1,1,0,62,5356.8
0208-BPQEJ,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,0,19.4,198.1,0,3,1,0.8509450171821307,0,0,1,0,18,349.2
0603-OLQDC,1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,0,3,5,0.9991648771176331,1,0,1,0,18,1257.3
8399-YNDCH,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1,1,4,0.9802545497799454,1,0,1,1,27,1621.35
9489-JMTTN,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.75,6595.9,0,2,9,1.0207211389662643,0,0,0,0,84,7539.0
3642-GKTCT,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,6993.65,0,2,9,0.9960903562119896,0,1,0,0,78,8977.8
4878-BUNFV,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.7,828.85,0,2,1,0.9533586381412469,0,0,0,0,60,1242.0
0564-JJHGS,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1,1,3,5,0.964630599185573,1,1,1,1,15,1432.5
1125-SNVCK,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,0,2,2,0.9812925170068029,1,0,1,1,55,2409.0
0742-LAFQK,1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,7422.1,0,2,7,1.0396845408191853,1,1,0,0,84,8328.6
1725-IQNIY,1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,2,8,1.0309963722264406,0,1,0,0,84,9219.0
7716-YTYHG,0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,4029.95,1,2,4,1.0232454803981312,1,1,0,1,54,4430.7
2026-TGDHM,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,1,3,3,0.9424428030985407,1,1,1,1,13,1030.8999999999999
3500-NSDOA,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,0,2,6,1.009461199734131,0,0,0,1,84,5947.2
2619-WFQWU,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,0,2,1.0,1,1,1,1,7,491.05000000000007
3389-YGYAI,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,829.55,1,3,7,0.9828791469194312,1,1,1,1,14,1477.0
6067-NGCEU,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,0,2,8,0.9845876770685416,1,1,1,0,71,7884.55
7580-UGXNC,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,104.2,1,0,4,0.9498632634457612,1,0,1,0,8,438.8
4194-FJARJ,0,0,1,1,54,1,2,0,2,0,0,2,0,0,2,0,0,60.0,3273.95,0,2,5,1.0104783950617284,0,0,0,0,84,5040.0
7009-PCARS,1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,1001.5,0,2,1,0.9533555449785817,0,0,0,0,66,1260.6000000000001
2265-CYWIV,0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65,1,0,6,0.8726154618473896,1,1,1,0,10,996.0
3211-ILJTT,1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,1214.05,1,1,2,1.0144134358288768,1,1,1,1,23,1619.2
3583-EKAPL,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1,0,3,1.0,1,0,1,1,7,385.0
1513-XNPPH,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65,1,3,5,1.0212994034302758,0,1,1,1,18,1609.2
8735-DCXNF,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,568.85,0,3,4,1.035213830755232,0,0,1,0,16,879.2
4488-PSYCG,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,327.45,1,1,1,1.0106481481481482,0,0,1,0,22,445.5
6507-DTJZV,1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,0,1,4,0.9635658016682113,1,0,1,1,19,1261.6000000000001
0702-PGIBZ,1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,364.55,1,0,6,0.8961406096361849,1,1,1,1,10,1017.0
1383-EZRWL,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,1,3,1,1.174563591022444,0,0,1,0,13,260.65000000000003
9659-ZTWSM,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,7051.95,0,2,8,0.9953211669560064,0,1,0,1,78,8373.3
1213-NGCUN,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,1,0,3,0.8974488083249414,0,0,1,1,12,595.8
7950-XWOVN,1,0,0,0,11,0,1,0,0,2,2,0,0,0,0,0,3,34.7,383.55,0,3,3,1.004846738276133,1,0,1,1,17,589.9000000000001
4501-VCPFK,1,0,0,0,26,0,1,0,0,0,2,2,0,0,0,0,2,35.75,1022.5,0,2,3,1.1000537923614846,0,0,1,1,32,1144.0
5982-XMDEX,0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55,0,2,2,0.9860957910014514,0,0,0,0,84,2226.0
1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0,0,2,1.0,1,0,1,1,7,306.59999999999997
3462-BJQQA,0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,552.65,0,0,5,1.0262766945218198,1,1,1,1,12,1077.0
2055-SIFSS,0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2838.55,0,2,3,0.9992255566311714,1,0,1,1,61,3150.65
3776-EKTKM,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,1,0,2,1.0,1,0,1,1,7,255.15000000000003
6791-YBNAK,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0,1,1,1.0172863666014351,1,0,1,1,24,613.2
